YEAR,TRI_FACILI,FRS_ID,FACILITY_N,STREET_ADD,CITY,COUNTY,ST,ZIP,LATITUDE,LONGITUDE,PRIMARY_NA,CHEMICAL,CAS_#/COMP,CLEAR_AIR_,CLASSIFICA,METAL,CARCINOGEN,FORM_TYPE,UNIT_OF_ME,5.1_FUGITI,5.2_STACK_,5.3_WATER,ON-SITE_RE
2016,00924MXCHMLABRI,1.10006E+11,MAX CHEMICAL INC,"URB. INDUSTRIAL SABANA LLANA, LA BRISA NO. 6",RIO PIEDRAS,SAN JUAN,PR,924,18.39696,-66.02442,325510,M-XYLENE,108383,YES,TRI,NO,NO,A,Pounds,0,0,0,0
2016,00621SLNDCLUCHE,1.10001E+11,ISLAND CAN CARRIBEAN INC,PR-28 CORNER PR-05 LUCHETTI IND US TRIAL PARK,BAYAMON,BAYAMON,PR,961,18.412117,-66.143666,332431,METHYL ISOBUTYL KETONE,108101,YES,TRI,NO,NO,R,Pounds,1335,2557,0,3892
2016,00754LNCMNURBAP,1.10005E+11,LANCO MANUFACTURING CORP,URB APONTE # 5,SAN LORENZO,SAN LORENZO,PR,754,18.193248,-65.94819,325510,METHYL ISOBUTYL KETONE,108101,YES,TRI,NO,NO,R,Pounds,4.81,1.62,0,6.43
2016,00735PRPDGPR03K,1.10007E+11,PREPA-DAGUAO GAS TURBINES POWER PLANT,PR-03 KM 58.3,CEIBA,CEIBA,PR,735,18.241,-65.6591,221112,NAPHTHALENE,91203,YES,TRI,NO,NO,A,Pounds,0,0,0,0
2016,00617BBVLTRDN2K,1.10055E+11,ABBVIE LTD,RD NO2 KM 58.0 CRUCE DAVILA,BARCELONETA,BARCELONETA,PR,617,18.433642,-66.566856,325412,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,YES,R,Pounds,0,0.1156123,0,0.1156123
2016,00659CNTRLRD2KM,1.1E+11,ADM ALLIANCE NUTRITION OF PR LLC,STATE RD NO. 2 KM 83.0 CARRIZALES WARD,HATILLO,HATILLO,PR,659,18.485142,-66.777319,311119,MANGANESE,7439965,YES,TRI,YES,NO,A,Pounds,0,0,0,0
2016,00701DPNTGHIGHW,1.10008E+11,DUPONT AGRICULTURAL CARIBE INDUSTRIES LTD,"P.R. RD NO. 686, KM. 2.3",MANATI,MANATI,PR,674,18.451004,-66.470899,325320,CHLORSULFURON,64902723,NO,TRI,NO,NO,R,Pounds,0.4,0,0,0.4
2016,00619HRRSD15CST,1.10008E+11,HARRIS PAINTS CORP,"25 C STREET, MINILLAS INDUSTRIAL PARK, BAYAMON, PR",BAYAMON,BAYAMON,PR,959,18.392783,-66.164396,325510,DICHLOROMETHANE,75092,YES,TRI,NO,YES,A,Pounds,0,0,0,0
2016,00733PRTRCPUBLI,1.10023E+11,CEMEX DE PUERTO RICO INC,STATE RD 123 KM 8.0,PONCE,PONCE,PR,733,18.02305,-66.63888,327310,MERCURY COMPOUNDS,N458,YES,PBT,YES,NO,R,Pounds,0,9.47,0,9.47
2016,00950PRPPLPR165,1.10001E+11,PREPA - PALO SECO STEAM PLANT,PR-165 KM. 31.8,TOA BAJA,TOA BAJA,PR,949,18.4551,-66.1489,221112,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,YES,R,Pounds,0,0.3,0.047,0.347
2016,00771CTLRH50JES,1.10008E+11,CUTLER HAMMER ELECTRICAL CO,CARRETERA 183 KM 20.3,LAS PIEDRAS,LAS PIEDRAS,PR,771,18.176389,-65.873889,335313,SILVER,7440224,NO,TRI,YES,NO,R,Pounds,0,0,0,0
2016,00626QLTYLSTATE,1.10008E+11,QUALITY ELECTROPLATING CORP,SAKURA ST VILLA BLANCA IND US TRIAL PARK,CAGUAS,CAGUAS,PR,725,18.240409,-66.03531,332313,CYANIDE COMPOUNDS,N106,YES,TRI,NO,NO,R,Pounds,0,0,0,0
2016,00757SNDSTRD537,1.10042E+11,HAMILTON SUNDSTRAND DE PUERTO RICO INC,RD 538 KM 0.7 FELICIA INDUSTRIAL PARK,SANTA ISABEL,SANTA ISABEL,PR,757,17.960035,-66.405047,336413,COPPER,7440508,NO,TRI,YES,NO,R,Pounds,0,0,0,0
2016,00757SNDSTRD537,1.10042E+11,HAMILTON SUNDSTRAND DE PUERTO RICO INC,RD 538 KM 0.7 FELICIA INDUSTRIAL PARK,SANTA ISABEL,SANTA ISABEL,PR,757,17.960035,-66.405047,336413,COBALT,7440484,YES,TRI,YES,YES,R,Pounds,0,0,0,0
2016,00617PRCSNTMASD,1.10025E+11,ADM ALLIANCE NUTRITION OF PUERTO RICO LLC,TOMAS DAVILA ST EDIF 10  PALMAS ALTAS INDUSTRIAL P,BARCELONETA,BARCELONETA,PR,617,18.452756,-66.540381,311119,MANGANESE COMPOUNDS,N450,YES,TRI,YES,NO,R,Pounds,0,0.12,0,0.12
2016,00937SSLMMLUISM,1.10008E+11,LMM AIRPORT PLANT,LUIS MUNOZ MARIN INT AIRPORT MUNIZ AIR BASE AREA,CAROLINA,CAROLINA,PR,979,18.439444,-66.005836,424710,XYLENE (MIXED ISOMERS),1330207,YES,TRI,NO,NO,R,Pounds,51.13,416.4,0,467.53
2016,00619SLNDLST167,1.10008E+11,ISLAND LITHO CORP,PR-28 CORNER PR-05 LUCHETTI,BAYAMON,BAYAMON,PR,961,18.412467,-66.143242,332812,"1,2,4-TRIMETHYLBENZENE",95636,NO,TRI,NO,NO,R,Pounds,1003.48,983.41,0,1986.89
2016,00965SSCTBSTATE,1.10009E+11,TOTAL GUAYNABO BULK TERMINAL,STATE RD NO 28 KM 0..8,GUAYNABO,GUAYNABO,PR,965,18.425225,-66.106555,424710,CUMENE,98828,YES,TRI,NO,NO,R,Pounds,0.41,5.29,0,5.7
2016,00962CHNDLRD869,1.10008E+11,MAYS CHEMICAL CO OF PR DBA MAYS OCHOA,RD 869 ST 2 BO PALMAS,CATANO,CATANO,PR,962,18.425556,-66.155556,424690,METHANOL,67561,YES,TRI,NO,NO,A,Pounds,0,0,0,0
2016,00612PRPCMPR681,1.10001E+11,PREPA-CAMBALACHE COMBUSTION TURBINE PLANT,PR-681 KM 0.5,ARECIBO,ARECIBO,PR,612,18.4711,-66.6994,221112,NAPHTHALENE,91203,YES,TRI,NO,NO,A,Pounds,0,0,0,0
2016,00747LCTTPNO9VQ,1.1E+11,HENKEL PUERTO RICO INC,QUILICHINI AVE # 9,SABANA GRANDE,SABANA GRANDE,PR,637,18.071036,-66.960911,325520,TOLUENE DIISOCYANATE (MIXED ISOMERS),26471625,NO,TRI,NO,YES,A,Pounds,0,0,0,0
2016,00619HRRSD15CST,1.10008E+11,HARRIS PAINTS CORP,"25 C STREET, MINILLAS INDUSTRIAL PARK, BAYAMON, PR",BAYAMON,BAYAMON,PR,959,18.392783,-66.164396,325510,TOLUENE,108883,YES,TRI,NO,NO,R,Pounds,621,255,0,876
2016,00617PFZRPHIGHW,1.10008E+11,PFIZER PHARMACEUTICALS LLC,HWY #2 KM 58.2,BARCELONETA,BARCELONETA,PR,617,18.432819,-66.571055,325412,METHANOL,67561,YES,TRI,NO,NO,R,Pounds,1409.66,5954.98,0,7364.64
2016,00659CNTRLRD2KM,1.1E+11,ADM ALLIANCE NUTRITION OF PR LLC,STATE RD NO. 2 KM 83.0 CARRIZALES WARD,HATILLO,HATILLO,PR,659,18.485142,-66.777319,311119,COBALT,7440484,YES,TRI,YES,YES,A,Pounds,0,0,0,0
2016,00659CNTRLRD2KM,1.1E+11,ADM ALLIANCE NUTRITION OF PR LLC,STATE RD NO. 2 KM 83.0 CARRIZALES WARD,HATILLO,HATILLO,PR,659,18.485142,-66.777319,311119,MANGANESE COMPOUNDS,N450,YES,TRI,YES,NO,A,Pounds,0,0,0,0
2016,00659CNTRLRD2KM,1.1E+11,ADM ALLIANCE NUTRITION OF PR LLC,STATE RD NO. 2 KM 83.0 CARRIZALES WARD,HATILLO,HATILLO,PR,659,18.485142,-66.777319,311119,COPPER,7440508,NO,TRI,YES,NO,A,Pounds,0,0,0,0
2016,00767YBCSNROUTE,1.10001E+11,BUCKEYE CARIBBEAN TERMINALS LLC (FORMER SCYI),RT 901 KM 2.7 CAMINO NUEVO WARD,YABUCOA,YABUCOA,PR,767,18.046899,-65.85116,493110,"1,2,4-TRIMETHYLBENZENE",95636,NO,TRI,NO,NO,R,Pounds,214,2891,0,3105
2016,0096WHDSNT869KM,1.1007E+11,HUDSON TECHNOLOGIES CO,869 KM 1.5,CATANO,CATANO,PR,962,18.44046,-66.12143,325120,"2,2-DICHLORO-1,1,1-TRIFLUOROETHANE",306832,NO,TRI,NO,NO,A,Pounds,0,0,0,0
2016,00731PRLSSFIRMD,1.10007E+11,PEERLESS OIL & CHEMICALS INC,"HWY 127, KM.17.1",PENUELAS,PENUELAS,PR,624,17.9925,-66.746391,424710,BENZENE,71432,YES,TRI,NO,YES,R,Pounds,18.8,2774,0,2792.8
2016,00654NQSTNROAD3,1.10001E+11,BAXTER HEALTHCARE SA/BAXTER HEALTHCARE OF PUERTO RICO,RD # 3 KM 144.2,GUAYAMA,GUAYAMA,PR,784,17.9631,-66.1503,325412,HYDROGEN FLUORIDE,7664393,YES,TRI,NO,NO,R,Pounds,5,5,0,10
2016,00785SPRTRKM142,1.10012E+11,AES PUERTO RICO LP,"KM 142, RD #3 BO. JOBOS",GUAYAMA,GUAYAMA,PR,785,17.9451,-66.1503,221112,HYDROGEN FLUORIDE,7664393,YES,TRI,NO,NO,R,Pounds,11,10835,0,10846
2016,00725SCHSCRD175,1.10011E+11,SACHS CHEMICAL INC,RD 175 KM.0.02 RIO CANA IND WARD LOT 18,CAGUAS,CAGUAS,PR,725,18.296341,-66.05461,424690,METHANOL,67561,YES,TRI,NO,NO,A,Pounds,0,0,0,0
2016,00965SSCTBSTATE,1.10009E+11,TOTAL GUAYNABO BULK TERMINAL,STATE RD NO 28 KM 0..8,GUAYNABO,GUAYNABO,PR,965,18.425225,-66.106555,424710,N-HEXANE,110543,YES,TRI,NO,NO,R,Pounds,24.56,314.2,0,338.76
2016,00701DPNTGHIGHW,1.10008E+11,DUPONT AGRICULTURAL CARIBE INDUSTRIES LTD,"P.R. RD NO. 686, KM. 2.3",MANATI,MANATI,PR,674,18.451004,-66.470899,325320,TRIBENURON METHYL,101200480,NO,TRI,NO,NO,R,Pounds,0,0,0,0
2016,00965SSCTBSTATE,1.10009E+11,TOTAL GUAYNABO BULK TERMINAL,STATE RD NO 28 KM 0..8,GUAYNABO,GUAYNABO,PR,965,18.425225,-66.106555,424710,"1,2,4-TRIMETHYLBENZENE",95636,NO,TRI,NO,NO,R,Pounds,1.04,13.23,0,14.27
2016,0096WPMNRG1922A,1.10039E+11,PUMA ENERGY CARIBE LLC-GUAYNABO 1 TERMINAL,RD 28 KM 0.2,GUAYNABO,GUAYNABO,PR,965,18.391571,-66.117699,424710,XYLENE (MIXED ISOMERS),1330207,YES,TRI,NO,NO,R,Pounds,88.53,458.84,0,547.37
2016,00612THRMKZENOG,1.10001E+11,THERMO KING PUERTO RICO MANUFACTURA INC,517 ZONA IND US TRIAL,ARECIBO,ARECIBO,PR,612,18.45815,-66.746457,333415,CHROMIUM,7440473,YES,TRI,YES,YES,R,Pounds,0,0.05,0,0.05
2016,00950PRPPLPR165,1.10001E+11,PREPA - PALO SECO STEAM PLANT,PR-165 KM. 31.8,TOA BAJA,TOA BAJA,PR,949,18.4551,-66.1489,221112,LEAD COMPOUNDS,N420,YES,PBT,YES,NO,R,Pounds,0,121.39,0.41,121.8
2016,00771TRCSLSTATE,1.10001E+11,TO-RICOS LTD LAS PIEDRAS FEED MILL,"STATE RD PR-183, KM 22 BO. MONTONES",LAS PIEDRAS,LAS PIEDRAS,PR,771,18.163808,-65.881994,311119,COPPER COMPOUNDS,N100,NO,TRI,YES,NO,A,Pounds,0,0,0,0
2016,00632BCRDCSTREE,1.10013E+11,BACARDI CORP,RD # 165 KM 2.6 IND US TRIAL AREA,CATANO,CATANO,PR,962,18.457669,-66.140611,312140,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,YES,R,Pounds,0,0,0,0
2016,00654NQSTNROAD3,1.10001E+11,BAXTER HEALTHCARE SA/BAXTER HEALTHCARE OF PUERTO RICO,RD # 3 KM 144.2,GUAYAMA,GUAYAMA,PR,784,17.9631,-66.1503,325412,DIMETHYL SULFATE,77781,YES,TRI,NO,YES,R,Pounds,0,0,0,0
2016,00920TXCDPRD28P,1.10001E+11,PUMA ENERGY CARIBE LLC-GUAYNABO 2 TERMINAL,RD 28 KM 0.8 PUEBLO VIEJO WARD,GUAYNABO,GUAYNABO,PR,971,18.423218,-66.10706,424710,CYCLOHEXANE,110827,NO,TRI,NO,NO,R,Pounds,41.23,171.859,0,213.089
2016,00937SSLMMLUISM,1.10008E+11,LMM AIRPORT PLANT,LUIS MUNOZ MARIN INT AIRPORT MUNIZ AIR BASE AREA,CAROLINA,CAROLINA,PR,979,18.439444,-66.005836,424710,ETHYLBENZENE,100414,YES,TRI,NO,NO,R,Pounds,13.3,105.7,0,119
2016,00715ZMMRCTURPE,1.10008E+11,ZIMMER MANUFACTURING BV,RD 1 KM 123.4 TURPEAUX INDUSTRIAL PARK,MERCEDITA,PONCE,PR,715,18.01,-66.57389,339113,COBALT,7440484,YES,TRI,YES,YES,R,Pounds,0,0,0,0
2016,00920TXCDPRD28P,1.10001E+11,PUMA ENERGY CARIBE LLC-GUAYNABO 2 TERMINAL,RD 28 KM 0.8 PUEBLO VIEJO WARD,GUAYNABO,GUAYNABO,PR,971,18.423218,-66.10706,424710,N-HEXANE,110543,YES,TRI,NO,NO,R,Pounds,1.417,175.153,0,176.57
2016,00937SSLMMLUISM,1.10008E+11,LMM AIRPORT PLANT,LUIS MUNOZ MARIN INT AIRPORT MUNIZ AIR BASE AREA,CAROLINA,CAROLINA,PR,979,18.439444,-66.005836,424710,BENZENE,71432,YES,TRI,NO,YES,R,Pounds,9.6,81.7,0,91.3
2016,00764THMSBCABOC,1.10001E+11,THOMAS & BETTS CARIBE INC,RD 686 CABO CARIBE IND US TRIAL PARK LOT 32-34,VEGA BAJA,VEGA BAJA,PR,693,18.450072,-66.388779,335931,COPPER,7440508,NO,TRI,YES,NO,R,Pounds,0,0,0,0
2016,00701DPNTLHIGHW,1.10001E+11,DU PONT ELECTRONICS MICROCIRCU ITS INDUSTRIES LTD,HWY 686 KM 2.3,MANATI,MANATI,PR,674,18.4501,-66.4739,334413,METHANOL,67561,YES,TRI,NO,NO,R,Pounds,0.307,1.77,0,2.077
2016,00613RSTNDROUTE,1.10007E+11,CUTLER HAMMER ELECTRICAL CO,RD 2 KM 67.6 SANTANA IND US TRIAL PARK,ARECIBO,ARECIBO,PR,612,18.444873,-66.649872,335313,COPPER,7440508,NO,TRI,YES,NO,R,Pounds,0,0,0,0
2016,00731PRLSSFIRMD,1.10007E+11,PEERLESS OIL & CHEMICALS INC,"HWY 127, KM.17.1",PENUELAS,PENUELAS,PR,624,17.9925,-66.746391,424710,CADMIUM,7440439,YES,TRI,YES,YES,R,Pounds,0,0,0,0
2016,00936SNJNCKM267,1.10001E+11,ESSROC SAN JUAN INC,KM 26.7 STATE HWY #2,DORADO,DORADO,PR,646,18.3944,-66.2976,212399,LEAD COMPOUNDS,N420,YES,PBT,YES,NO,R,Pounds,0,23.95,0,23.95
2016,00731PRLSSFIRMD,1.10007E+11,PEERLESS OIL & CHEMICALS INC,"HWY 127, KM.17.1",PENUELAS,PENUELAS,PR,624,17.9925,-66.746391,424710,ETHYLBENZENE,100414,YES,TRI,NO,NO,R,Pounds,2,308.2,0,310.2
2016,00936SZDRYAVEDE,1.10002E+11,SUIZA DAIRY CORP,SAN PATRICIO & DE DIEGO AVENUES,RIO PIEDRAS,SAN JUAN,PR,921,18.391944,-66.083885,311511,NITRIC ACID,7697372,NO,TRI,NO,NO,R,Pounds,0,0,0,0
2016,00664BXTRHSTROA,1.10001E+11,BAXTER HEALTHCARE OF PUERTO RICO,250 STATE RD 144 KM 20.6,JAYUYA,JAYUYA,PR,664,18.21695,-66.599138,325412,DI(2-ETHYLHEXYL) PHTHALATE,117817,YES,TRI,NO,YES,R,Pounds,0.4163,0,0,0.4163
2016,00924MXCHMLABRI,1.10006E+11,MAX CHEMICAL INC,"URB. INDUSTRIAL SABANA LLANA, LA BRISA NO. 6",RIO PIEDRAS,SAN JUAN,PR,924,18.39696,-66.02442,325510,ZINC (FUME OR DUST),7440666,NO,TRI,NO,NO,A,Pounds,0,0,0,0
2016,00731PRLSSFIRMD,1.10007E+11,PEERLESS OIL & CHEMICALS INC,"HWY 127, KM.17.1",PENUELAS,PENUELAS,PR,624,17.9925,-66.746391,424710,MERCURY COMPOUNDS,N458,YES,PBT,YES,NO,R,Pounds,0,0,0,0
2016,00617PFZRPHIGHW,1.10008E+11,PFIZER PHARMACEUTICALS LLC,HWY #2 KM 58.2,BARCELONETA,BARCELONETA,PR,617,18.432819,-66.571055,325412,ACETONITRILE,75058,YES,TRI,NO,NO,R,Pounds,79,56,0,135
2016,00613CRBGPZENOG,1.10001E+11,GE INDUSTRIAL OF PUERTO RICO LLC ARECIBO PLANT,RT. 129 KM. 41.0 ZENO GANDIA INDUSTRIAL PARK,ARECIBO,ARECIBO,PR,612,18.462669,-66.749238,332813,NITRIC ACID,7697372,NO,TRI,NO,NO,R,Pounds,8,1,0,9
2016,00659CNTRLRD2KM,1.1E+11,ADM ALLIANCE NUTRITION OF PR LLC,STATE RD NO. 2 KM 83.0 CARRIZALES WARD,HATILLO,HATILLO,PR,659,18.485142,-66.777319,311119,SELENIUM,7782492,YES,TRI,YES,NO,A,Pounds,0,0,0,0
2016,00701DPNTGHIGHW,1.10008E+11,DUPONT AGRICULTURAL CARIBE INDUSTRIES LTD,"P.R. RD NO. 686, KM. 2.3",MANATI,MANATI,PR,674,18.451004,-66.470899,325320,METHANOL,67561,YES,TRI,NO,NO,R,Pounds,7215,217,0,7432
2016,00617PFZRPHIGHW,1.10008E+11,PFIZER PHARMACEUTICALS LLC,HWY #2 KM 58.2,BARCELONETA,BARCELONETA,PR,617,18.432819,-66.571055,325412,TOLUENE,108883,YES,TRI,NO,NO,R,Pounds,1557.39,7026.81,0,8584.2
2016,00701RTHPHRDNO2,1.10001E+11,JANSSEN ORTHO LLC,STATE RD 2 KM 45.6 CAMPO ALEGRE,MANATI,MANATI,PR,674,18.439408,-66.449943,325412,METHANOL,67561,YES,TRI,NO,NO,R,Pounds,360.52,31.98,0,392.5
